sentence,label,author,tok_lem_sentence,word_count
"Now the first of these only are the object-matter of Perfected Self-Mastery and utter absence of Self-Control; and therefore we never attribute either of these states to Brutes, because they have not moral choice or process of deliberation, but are quite different from that kind of creature just as are madmen from other men.",3,Aristotle,"['first', 'object', 'matter', 'perfected', 'self', 'mastery', 'utter', 'absence', 'self', 'control', 'therefore', 'never', 'attribute', 'either', 'state', 'brute', 'moral', 'choice', 'process', 'deliberation', 'quite', 'different', 'kind', 'creature', 'madman', 'men']",53
"But they had already, in the beginning of the session, presented their petition of religion and had received a satisfactory answer; though they expected that the execution of the laws against Papists would, for the future, be no more exact and rigid than they had hitherto found it.",1,Hume,"['already', 'beginning', 'session', 'presented', 'petition', 'religion', 'received', 'satisfactory', 'answer', 'though', 'pected', 'ecution', 'law', 'papist', 'would', 'future', 'act', 'rigid', 'hitherto', 'found']",47
"The latter talent is properly speaking what is called spirit; for to express the ineffable element in the state of mind implied by a certain representation and to make it universally communicable--whether the expression be in speech or painting or statuary--this requires a faculty of seizing the quickly passing play of Imagination and of unifying it in a concept, that can be communicated without any constraint.",0,Kant,"['latter', 'talent', 'properly', 'speaking', 'called', 'spirit', 'press', 'ineffable', 'element', 'state', 'mind', 'implied', 'certain', 'representation', 'make', 'universally', 'communicable', 'whether', 'pression', 'speech', 'painting', 'statuary', 'requires', 'faculty', 'seizing', 'quickly', 'passing', 'play', 'imagination', 'unifying', 'concept', 'communicated', 'without', 'constraint']",65
"But what greater temptation than to appear a missionary, a prophet, an ambassador from heaven?",1,Hume,"['greater', 'temptation', 'appear', 'missionary', 'prophet', 'ambassador', 'heaven']",14
For all these things exist specially with reference to a mans own Self: he is specially a friend to himself and so he is bound to love himself the most.,3,Aristotle,"['thing', 'ist', 'specially', 'reference', 'man', 'self', 'specially', 'friend', 'bound', 'love']",29
"Cecil told them, that she pledged to the house the word of a queen for her sincerity in her intentions to marry; that the appointment of a successor would be attended with great danger to her person; that she herself had had experience, during the reign of her sister, how much court was usually paid to the next heir, and what dangerous sacrifices men were commonly disposed to make of their present duty to their future prospects; and that she was therefore determined to delay, till a more proper opportunity, the decision of that important question.",1,Hume,"['cecil', 'told', 'pledged', 'house', 'word', 'queen', 'sincerity', 'intention', 'marry', 'appointment', 'successor', 'would', 'attended', 'great', 'danger', 'person', 'perience', 'reign', 'sister', 'much', 'court', 'usually', 'paid', 'ne', 'heir', 'dangerous', 'sacrifice', 'men', 'commonly', 'disposed', 'make', 'present', 'duty', 'future', 'prospect', 'therefore', 'determined', 'delay', 'till', 'proper', 'opportunity', 'decision', 'important', 'question']",95
"They all aspired to virtue on their own account--at least in their moments of weariness; and this is the leading and most capital error on the part of any moralist--whose duty it is to be an immoralist in deeds. That he must not exactly appear to be the latter, is another matter.",4,Nietzsche,"['aspired', 'virtue', 'account', 'least', 'moment', 'weariness', 'leading', 'capital', 'error', 'part', 'moralist', 'whose', 'duty', 'immoralist', 'deed', 'must', 'actly', 'appear', 'latter', 'another', 'matter']",51
: Why do you say so?,2,Plato,['say'],5
"It is regarded as a fundamental maxim of the Turkish Government that the Grand Seignior, though absolute master of the lives and fortunes of each individual, has no authority to impose a new tax; and every Ottoman prince who has made such an attempt either has been obliged to retract, or has found the fatal effects of his perseverance.",1,Hume,"['regarded', 'fundamental', 'im', 'turkish', 'government', 'grand', 'seignior', 'though', 'absolute', 'master', 'life', 'fortune', 'individual', 'authority', 'impose', 'new', 'ta', 'every', 'ottoman', 'prince', 'made', 'attempt', 'either', 'obliged', 'retract', 'found', 'fatal', 'effect', 'perseverance']",58
"Education, custom, and example have a mighty influence in turning the mind to any of these pursuits; and it must be owned, that where they promote a relish for action and pleasure, they are so far favourable to human happiness.",1,Hume,"['education', 'custom', 'ample', 'mighty', 'influence', 'turning', 'mind', 'pursuit', 'must', 'owned', 'promote', 'relish', 'action', 'pleasure', 'far', 'favourable', 'human', 'happiness']",39
"For my part, my only hope is, that I may contribute a little to the advancement of knowledge, by giving in some particulars a different turn to the speculations of philosophers, and pointing out to them more distinctly those subjects, where alone they can expect assurance and conviction.",1,Hume,"['part', 'hope', 'may', 'contribute', 'little', 'advancement', 'knowledge', 'giving', 'particular', 'different', 'turn', 'speculation', 'philosopher', 'pointing', 'distinctly', 'subject', 'alone', 'pect', 'assurance', 'conviction']",47
"The landed property was gradually shared out into more hands; and those immense baronies were divided, either by provisions to younger children, by partitions among co-heirs, by sale, or by escheating to the king, who gratified a great number of his courtiers by dealing them out among them in smaller portions.",1,Hume,"['landed', 'property', 'gradually', 'shared', 'hand', 'immense', 'barony', 'divided', 'either', 'provision', 'younger', 'child', 'partition', 'among', 'co', 'heir', 'sale', 'escheating', 'king', 'gratified', 'great', 'number', 'courtier', 'dealing', 'among', 'smaller', 'portion']",50
It is precisely because courage has played the most important part in our development that he would not see it vanish from among our virtues to-day.,4,Nietzsche,"['precisely', 'courage', 'played', 'important', 'part', 'development', 'would', 'see', 'vanish', 'among', 'virtue', 'day']",25
"Quite the reverse, he replied; and if so the Dorian and the Phrygian are the only ones which you have left.",2,Plato,"['quite', 'reverse', 'replied', 'dorian', 'phrygian', 'one', 'left']",20
Better know nothing than half-know many things!,4,Nietzsche,"['better', 'know', 'nothing', 'half', 'know', 'many', 'thing']",6
"Those, therefore, who would seem to respect our free government, and yet deny the right of resistance, have renounced all pretensions to common sense, and do not merit a serious answer.",1,Hume,"['therefore', 'would', 'seem', 'respect', 'free', 'government', 'yet', 'deny', 'right', 'resistance', 'renounced', 'pretension', 'common', 'sense', 'merit', 'serious', 'answer']",30
"When the king was informed of this saying, he observed that the matter was easily accounted for; for that his discourse was his own, his actions were the ministrys.",1,Hume,"['king', 'informed', 'saying', 'observed', 'matter', 'easily', 'accounted', 'discourse', 'action', 'ministry']",28
"For when evils are far gone and irremediable, the task of censuring them is never pleasant, although at times necessary.",2,Plato,"['evil', 'far', 'gone', 'irremediable', 'task', 'censuring', 'never', 'pleasant', 'although', 'time', 'necessary']",19
"She fled to Oxford: soon after she went to Winchester, whither the legate, desirous to save appearances, and watching the opportunity to ruin her cause, had retired.",1,Hume,"['fled', 'ford', 'soon', 'went', 'winchester', 'whither', 'legate', 'desirous', 'save', 'appearance', 'watching', 'opportunity', 'ruin', 'cause', 'retired']",26
"Hence, Leibnitz, in attributing to the substances of the worldas cogitated by the understanding alonea community, required the mediating aid of a divinity; for, from their existence, such a property seemed to him with justice inconceivable.",0,Kant,"['hence', 'leibnitz', 'attributing', 'substance', 'worldas', 'cogitated', 'understanding', 'alonea', 'community', 'required', 'mediating', 'aid', 'divinity', 'istence', 'property', 'seemed', 'justice', 'inconceivable']",35
"A passage also leads from the bladder, and is united to the upper part of this duct, which is enclosed in the part called the penis as in a husk.",3,Aristotle,"['passage', 'also', 'lead', 'bladder', 'united', 'upper', 'part', 'duct', 'enclosed', 'part', 'called', 'penis', 'husk']",29
The sum scarcely appears credible; as it would amount to much above half the rent of the whole land.,1,Hume,"['sum', 'scarcely', 'appears', 'credible', 'would', 'amount', 'much', 'half', 'rent', 'whole', 'land']",18
"He it was who, being speaker in the kings third parliament, had left the chair, and refused to put the question when ordered by the house.",1,Hume,"['speaker', 'king', 'third', 'parliament', 'left', 'chair', 'refused', 'put', 'question', 'ordered', 'house']",25
"It is true when another member of the same spirit comes from the county, they have no power of expelling him; nor is it fit they should, for that shows the humour to be in the people, and probably arises from some ill-conduct in public affairs.",1,Hume,"['true', 'another', 'member', 'spirit', 'come', 'county', 'power', 'pelling', 'fit', 'show', 'humour', 'people', 'probably', 'arises', 'ill', 'conduct', 'public', 'affair']",45
"When the charge against Richard was presented to the parliament, though it was liable, almost in every article, to objections, it was not canvassed, nor examined, nor disputed in either house, and seemed to be received with universal approbation.",1,Hume,"['charge', 'richard', 'presented', 'parliament', 'though', 'liable', 'almost', 'every', 'article', 'objection', 'canvassed', 'amined', 'disputed', 'either', 'house', 'seemed', 'received', 'universal', 'approbation']",38
"But since that parliament, we have no reformation. Sir Robert Wroth said, I speak, and I speak it boldly, these patentees are worse than ever they were. Mr. Hayward Townsend proposed, that they should make suit to her majesty, not only to repeal all monopolies grievous to the subject, but also that it would please her majesty to give the parliament leave to make an act that they might be of no more force, validity, or effect, than they are at the common law, without the strength of her prerogative.",1,Hume,"['since', 'parliament', 'reformation', 'sir', 'robert', 'wroth', 'said', 'speak', 'speak', 'boldly', 'patentee', 'worse', 'ever', 'mr', 'hayward', 'townsend', 'proposed', 'make', 'suit', 'majesty', 'repeal', 'monopoly', 'grievous', 'subject', 'also', 'would', 'please', 'majesty', 'give', 'parliament', 'leave', 'make', 'act', 'might', 'force', 'validity', 'effect', 'common', 'law', 'without', 'strength', 'prerogative']",89
